timestamp,meter_reading_actual,meter_reading_llm
2016-01-01 00:00:00,98.0,215
2016-01-01 01:00:00,98.0,210
2016-01-01 02:00:00,98.0,208
2016-01-01 03:00:00,97.0,205
2016-01-01 04:00:00,98.0,200
2016-01-01 05:00:00,97.0,198
2016-01-01 06:00:00,97.0,210
2016-01-01 07:00:00,97.0,225
2016-01-01 08:00:00,97.0,240
2016-01-01 09:00:00,97.0,260
2016-01-01 10:00:00,98.0,255
2016-01-01 11:00:00,99.0,250
2016-01-01 12:00:00,99.0,245
2016-01-01 13:00:00,100.0,240
2016-01-01 14:00:00,99.0,235
2016-01-01 15:00:00,101.0,230
2016-01-01 16:00:00,100.0,225
2016-01-01 17:00:00,101.0,220
2016-01-01 18:00:00,100.0,210
2016-01-01 19:00:00,99.0,205
2016-01-01 20:00:00,100.0,200
2016-01-01 21:00:00,99.0,195
2016-01-01 22:00:00,98.0,190
2016-01-01 23:00:00,99.0,185
